user_id,transaction_date,store_id,product_category,sale_amount,price,region,city,age,subscription,status,email,username,raw_timestamp
1076,2024-11-12,8,Sports,1963.85,2730.09,East,Bhubaneswar,45,Basic,Completed,user52@gmail.com,user52,2024-04-16 20:13:00
1033,2024-12-04,3,Clothing,1275.34,1678.38,South,Delhi,44,Basic,,user53@gmail.com,user53,2024-12-27 09:44:00
1058,2024-02-06,8,Furniture,3960.36,1893.92,South,Pune,25,Standard,Pending,user54@gmail.com,user54,2024-03-13 02:03:00
1021,2024-06-06,20,Sports,4613.84,1345.5,West,Chennai,43,Basic,,user55@gmail.com,user55,2024-08-09 23:20:00
1077,2024-05-08,1,Electronics,1221.73,2039.18,North,Chennai,54,Premium,Pending,user56@gmail.com,user56,2024-05-22 05:37:00
1055,2024-11-21,16,Electronics,2403.05,1254.63,East,Mumbai,28,Basic,,user57@gmail.com,user57,2024-07-24 17:02:00
1058,2024-02-15,11,Furniture,1684.04,2912.04,West,Lucknow,18,Standard,,user58@gmail.com,user58,2024-07-04 19:48:00
1063,2024-11-16,15,Electronics,1097.44,1670.2,East,Jaipur,49,Premium,Completed,user59@gmail.com,user59,2024-05-02 22:10:00
1039,2024-10-09,1,Sports,2099.15,712.87,North,Jaipur,25,Standard,Pending,user60@gmail.com,user60,2024-09-17 22:17:00
1053,2024-09-04,16,Clothing,2338.25,476.69,South,Bhubaneswar,50,Standard,Pending,user61@gmail.com,user61,2024-07-31 10:59:00
1100,2024-09-16,9,Electronics,1485.91,930.74,West,Bengaluru,46,Standard,,user62@gmail.com,user62,2024-10-05 12:29:00
1041,2024-04-06,8,Sports,1976.56,2575.24,West,Delhi,38,Standard,,user63@gmail.com,user63,2024-07-16 21:50:00
1083,2024-03-18,16,Electronics,718.61,2897.79,East,Mumbai,46,Premium,,,user64,2024-12-01 04:04:00
1060,2024-05-15,11,Sports,3494.25,1967.02,East,Lucknow,42,Basic,,user65@gmail.com,,2024-02-05 07:40:00
1087,2024-05-27,8,Electronics,2226.46,340.41,North,Jaipur,28,Standard,Cancelled,user66@gmail.com,,2024-01-29 09:22:00
1047,2024-08-08,5,Clothing,2702.71,1719.49,South,Bengaluru,29,Premium,,user67@gmail.com,user67,2024-10-25 04:14:00
1059,2024-11-22,9,Grocery,1351.1,77.72,West,Chennai,52,Premium,Completed,user68@gmail.com,user68,2024-10-27 09:40:00
1054,2024-12-19,9,Grocery,4241.99,637.69,West,Jaipur,24,Premium,,user69@gmail.com,user69,2024-12-24 09:01:00
1084,2024-07-21,9,Electronics,2873.05,2073.11,North,Bhubaneswar,49,Basic,Pending,user70@gmail.com,user70,2024-11-21 06:39:00
1032,2024-12-13,5,Electronics,4526.68,1956.7,East,Jaipur,20,Standard,Cancelled,user71@gmail.com,user71,2024-05-31 10:47:00
1053,2024-03-30,7,Clothing,3953.91,2635.56,East,Lucknow,50,Basic,Pending,user72@gmail.com,user72,2024-09-03 09:47:00
1043,2024-02-28,15,Electronics,789.71,2901.18,West,Lucknow,41,Premium,,,user73,2024-08-20 11:43:00
1095,2024-12-10,9,Sports,1967.02,1933.72,East,Mumbai,32,Basic,Completed,user74@gmail.com,user74,2024-06-16 19:14:00
1082,2024-02-02,15,Furniture,3281.27,394.19,North,Delhi,37,Basic,Completed,user75@gmail.com,user75,2024-03-10 12:29:00
1047,2024-12-09,18,Grocery,2977.97,2193.47,West,Mumbai,49,Standard,,user76@gmail.com,user76,2024-12-19 11:13:00
1056,2024-08-15,8,Furniture,586.84,2072.76,East,Delhi,43,Basic,Pending,user77@gmail.com,user77,2024-08-20 02:42:00
1027,2024-11-24,20,Electronics,347.83,1033.85,South,Bhubaneswar,31,Premium,Pending,user78@gmail.com,user78,2024-04-29 10:49:00
1018,2024-11-01,1,Furniture,4306.19,476.83,South,Lucknow,34,Premium,Completed,user79@gmail.com,,2024-01-08 11:50:00
1100,2024-05-01,19,Furniture,177.33,832.83,South,Pune,51,Premium,Completed,user80@gmail.com,user80,2024-09-19 18:06:00
1057,2024-09-14,8,Sports,312.49,2360.52,East,Jaipur,59,Premium,Completed,user81@gmail.com,user81,2024-08-06 21:06:00
1062,2024-12-30,15,Electronics,4506.41,1000.23,South,Mumbai,26,Basic,Cancelled,user82@gmail.com,user82,2024-05-30 14:32:00
1077,2024-08-08,4,Electronics,4278.68,1970.2,South,Pune,46,Premium,,user83@gmail.com,user83,2024-07-31 23:06:00
1040,2024-08-06,11,Furniture,1934.08,500.28,West,Mumbai,23,Premium,Completed,user84@gmail.com,user84,2024-07-09 04:35:00
1007,2024-10-27,18,Sports,1715.27,410.58,East,Pune,21,Basic,Cancelled,user85@gmail.com,user85,2024-04-18 04:42:00
1061,2024-04-24,4,Furniture,4242.33,1134.31,East,Bhubaneswar,32,Basic,Completed,user86@gmail.com,user86,2024-12-21 08:01:00
1023,2024-05-19,10,Furniture,1820.01,585.15,South,Bhubaneswar,60,Basic,Completed,user87@gmail.com,user87,2024-01-16 02:47:00
1067,2024-04-20,13,Grocery,2322.86,,East,Kolkata,54,Standard,Completed,user88@gmail.com,user88,2024-11-12 01:43:00
1010,2024-05-19,15,Grocery,2479.74,1354.03,East,Hyderabad,50,Premium,Cancelled,user89@gmail.com,user89,2024-12-13 18:31:00
1067,2024-12-07,10,Electronics,1180.54,2954.11,North,Delhi,31,Basic,Pending,user90@gmail.com,user90,2024-05-28 10:07:00
1000,2024-09-11,14,Clothing,733.01,1621.12,South,Lucknow,53,Standard,Cancelled,user91@gmail.com,user91,2024-01-22 13:01:00
1058,2024-02-09,11,Sports,2203.49,1243.05,West,Chennai,25,Basic,Completed,user92@gmail.com,user92,2024-11-12 14:53:00
1088,2024-07-04,3,Grocery,4237.97,767.78,West,Lucknow,23,Basic,Cancelled,user93@gmail.com,user93,2024-03-27 02:32:00
1081,2024-02-28,17,Sports,1050.13,2339.87,East,Bengaluru,33,Premium,Pending,user94@gmail.com,user94,2024-03-19 20:04:00
1022,2024-11-17,16,Grocery,3796.78,2291.64,West,Bhubaneswar,59,Standard,Cancelled,user95@gmail.com,user95,2024-03-18 14:04:00
1060,2024-08-14,10,Furniture,2997.96,1088.23,North,Chennai,47,Basic,Completed,user96@gmail.com,user96,2024-02-09 20:55:00
1011,2024-11-10,20,Sports,1983.96,1761.97,North,Jaipur,54,Standard,Pending,user97@gmail.com,user97,2024-03-18 01:28:00
1013,2024-06-24,3,Sports,3266.02,165.47,West,Jaipur,51,Standard,Pending,user98@gmail.com,user98,2024-07-17 13:49:00
1043,2024-12-13,20,Electronics,3967.21,1959.55,North,Kolkata,24,Standard,,user99@gmail.com,user99,2024-12-02 19:55:00
1019,2024-06-19,3,Sports,3351.7,2754.4,East,Pune,26,Standard,Completed,user100@gmail.com,user100,2024-06-17 04:42:00
1089,2024-12-16,17,Electronics,3265.52,1299.05,East,Delhi,41,Basic,Pending,user101@gmail.com,user101,2024-09-05 06:14:00
1017,2024-03-20,3,Furniture,4237.7,348.37,North,Kolkata,57,Premium,,user102@gmail.com,user102,2024-12-20 19:51:00
1021,2024-08-12,2,Grocery,1885.07,2172.78,West,Bhubaneswar,36,Standard,,user103@gmail.com,user103,2024-08-28 06:23:00
1086,2024-10-19,15,Grocery,3870.25,2345.47,West,Bengaluru,30,Standard,Pending,user104@gmail.com,user104,2024-09-03 11:35:00
1013,2024-12-30,17,Electronics,1496.81,2301.19,East,Jaipur,50,Premium,,user105@gmail.com,user105,2024-08-18 11:59:00
1003,2024-07-31,2,Grocery,2559.83,745.55,North,Kolkata,32,Premium,Cancelled,user106@gmail.com,user106,2024-11-28 10:50:00
1018,2024-03-11,2,Furniture,4595.24,1443.74,South,Jaipur,46,Standard,Completed,user107@gmail.com,,2024-04-20 04:35:00
1093,2024-11-07,17,Grocery,644.82,899.9,East,Mumbai,21,Premium,,user108@gmail.com,user108,2024-02-02 03:53:00
1063,2024-11-01,18,Electronics,3196.58,1746.39,South,Chennai,45,Premium,Cancelled,user109@gmail.com,user109,2024-12-06 21:05:00
1067,2024-07-03,3,Sports,2766.0,2369.92,North,Pune,48,Premium,,user110@gmail.com,user110,2024-01-09 11:50:00
1008,2024-06-25,8,Electronics,3880.36,2218.8,East,Bengaluru,20,Basic,Cancelled,user111@gmail.com,user111,2024-12-16 14:44:00
1061,2024-11-19,6,Clothing,409.19,2339.76,West,Delhi,36,Premium,Completed,user112@gmail.com,user112,2024-06-10 09:32:00
1050,2024-10-05,16,Furniture,279.44,1958.36,East,Kolkata,21,Standard,Cancelled,user113@gmail.com,user113,2024-08-11 12:47:00
1056,2024-07-16,11,Clothing,2531.4,1517.69,East,Mumbai,45,Premium,,user114@gmail.com,user114,2024-10-06 09:20:00
1013,2024-02-10,11,Furniture,1601.83,1827.73,West,Bengaluru,46,Basic,,,user115,2024-06-29 19:27:00
1035,2024-11-23,2,Electronics,3388.8,1248.32,South,Delhi,27,Standard,,,user116,2024-11-26 11:23:00
1049,2024-10-17,2,Sports,851.85,1377.27,East,Kolkata,46,Premium,Pending,user117@gmail.com,user117,2024-11-28 08:15:00
1014,2024-01-14,6,Grocery,2636.95,2744.95,North,Chennai,34,Standard,,user118@gmail.com,user118,2024-12-21 15:12:00
1015,2024-03-10,3,Grocery,946.02,2154.44,North,Kolkata,60,Basic,Completed,user119@gmail.com,user119,2024-06-02 05:45:00
1090,2024-12-24,6,Furniture,2592.9,408.02,South,Bengaluru,33,Basic,Completed,user120@gmail.com,user120,2024-08-27 17:08:00
1078,2024-02-14,3,Furniture,2050.98,2164.95,West,Lucknow,44,Basic,Completed,user121@gmail.com,user121,2024-02-07 14:29:00
1087,2024-09-21,12,Clothing,4402.0,,South,Bengaluru,45,Standard,Completed,user122@gmail.com,user122,2024-06-04 05:10:00
1041,2024-12-29,8,Furniture,4742.67,1580.75,East,Mumbai,34,Premium,Cancelled,user123@gmail.com,user123,2024-09-30 02:32:00
1082,2024-03-27,19,Sports,855.55,1993.26,East,Bhubaneswar,20,Premium,Completed,,user124,2024-10-22 08:41:00
1026,2024-10-19,14,Sports,3231.06,1519.21,East,Chennai,48,Premium,,user125@gmail.com,user125,2024-01-31 05:28:00
1053,2024-09-04,15,Clothing,1766.94,473.82,East,Kolkata,43,Premium,Cancelled,user126@gmail.com,user126,2024-05-03 14:07:00
1034,2024-08-18,8,Clothing,574.38,906.13,West,Bhubaneswar,44,Premium,Pending,user127@gmail.com,user127,2024-06-09 06:48:00
1020,2024-09-12,17,Grocery,2543.92,960.19,North,Mumbai,43,Standard,,user128@gmail.com,user128,2024-06-29 01:03:00
1036,2024-09-10,20,Grocery,1500.17,74.12,North,Pune,26,Basic,Cancelled,user129@gmail.com,user129,2024-07-24 01:36:00
1071,2024-04-09,12,Sports,1514.15,1189.73,West,Lucknow,35,Standard,Completed,user130@gmail.com,user130,2024-07-10 10:35:00
1046,2024-03-14,7,Sports,2594.7,1525.23,North,Delhi,26,Standard,Cancelled,user131@gmail.com,user131,2024-03-17 19:57:00
1065,2024-03-12,11,Sports,1660.8,1209.22,East,Bhubaneswar,39,Standard,,user132@gmail.com,user132,2024-01-09 11:21:00
1086,2024-02-26,14,Sports,1607.62,2701.36,North,Bhubaneswar,48,Basic,Pending,user133@gmail.com,user133,2024-03-28 16:40:00
1092,2024-11-13,13,Clothing,4126.14,,North,Hyderabad,19,Basic,Cancelled,user134@gmail.com,user134,2024-04-14 13:32:00
1099,2024-11-09,16,Electronics,3558.3,1580.12,East,Jaipur,51,Basic,Cancelled,user135@gmail.com,user135,2024-09-29 10:34:00
1045,2024-12-12,9,Sports,2472.48,2874.15,East,Lucknow,37,Premium,Cancelled,user136@gmail.com,user136,2024-12-19 22:31:00
1040,2024-09-02,12,Sports,4675.13,2396.45,East,Chennai,25,Standard,,user137@gmail.com,user137,2024-06-25 04:18:00
1005,2024-05-27,3,Furniture,4627.65,1985.12,West,Hyderabad,30,Standard,Cancelled,user138@gmail.com,user138,2024-03-11 03:39:00
1094,2024-10-27,8,Clothing,348.75,2720.29,South,Hyderabad,21,Premium,,user139@gmail.com,user139,2024-12-14 04:00:00
1070,2024-03-21,14,Grocery,2439.5,638.4,East,Kolkata,36,Standard,Completed,user140@gmail.com,user140,2024-10-20 07:34:00
1094,2024-01-20,6,Grocery,4423.0,568.58,North,Pune,49,Premium,Cancelled,user141@gmail.com,,2024-10-17 19:06:00
1042,2024-05-25,15,Sports,2669.16,2673.32,South,Lucknow,47,Basic,Pending,user142@gmail.com,user142,2024-08-22 20:16:00
1091,2024-04-05,1,Furniture,3974.76,1724.95,South,Bengaluru,57,Standard,,user143@gmail.com,user143,2024-02-14 12:42:00
1012,2024-04-04,5,Grocery,1685.65,781.74,East,Pune,33,Basic,Cancelled,user144@gmail.com,user144,2024-10-20 00:16:00
1083,2024-07-03,8,Electronics,3372.15,1422.92,South,Pune,50,Standard,Cancelled,user145@gmail.com,user145,2024-05-31 11:39:00
1028,2024-04-22,5,Grocery,850.61,2255.82,East,Pune,53,Basic,Pending,user146@gmail.com,user146,2024-11-01 02:33:00
1057,2024-09-27,12,Electronics,4594.5,381.02,South,Bhubaneswar,52,Premium,Pending,user147@gmail.com,user147,2024-02-29 21:13:00
1091,2024-10-25,16,Electronics,4504.56,1364.17,North,Jaipur,26,Standard,,user148@gmail.com,user148,2024-08-24 21:51:00
1039,2024-01-12,13,Furniture,4100.62,2250.12,North,Delhi,45,Basic,Completed,user149@gmail.com,user149,2024-02-05 15:02:00
1036,2024-07-28,6,Clothing,3852.56,2936.08,West,Kolkata,42,Basic,,user150@gmail.com,user150,2024-12-04 17:08:00
1083,2024-06-27,4,Clothing,4964.95,1209.52,South,Hyderabad,18,Premium,Cancelled,user151@gmail.com,user151,2024-08-05 17:24:00
1029,2024-05-06,15,Furniture,860.09,606.02,North,Delhi,60,Basic,Completed,user152@gmail.com,user152,2024-10-31 01:28:00
1076,2024-12-10,2,Clothing,3728.65,1236.68,South,Lucknow,31,Premium,Pending,user153@gmail.com,user153,2024-10-21 10:36:00
1076,2024-12-10,11,Clothing,1578.65,472.62,South,Pune,37,Basic,Completed,user154@gmail.com,user154,2024-03-30 20:43:00
1054,2024-10-11,16,Electronics,4864.22,2827.68,West,Lucknow,38,Standard,,user155@gmail.com,user155,2024-04-04 17:30:00
1030,2024-04-25,10,Clothing,4048.3,2748.49,West,Pune,53,Standard,Pending,user156@gmail.com,user156,2024-06-18 20:05:00
1057,2024-07-08,3,Sports,3650.47,611.92,East,Pune,56,Standard,Completed,user157@gmail.com,user157,2024-10-27 23:42:00
1071,2024-04-21,16,Clothing,4360.42,1032.24,North,Hyderabad,30,Standard,Completed,user158@gmail.com,user158,2024-05-04 22:38:00
1090,2024-04-14,13,Clothing,2805.19,2337.77,West,Jaipur,52,Standard,Cancelled,user159@gmail.com,user159,2024-09-11 14:06:00
1092,2024-08-28,11,Clothing,1916.45,1271.09,South,Bengaluru,19,Basic,,user160@gmail.com,user160,2024-04-27 12:36:00
1031,2024-09-12,18,Furniture,1360.9,2473.7,West,Jaipur,28,Standard,Cancelled,user161@gmail.com,user161,2024-09-07 05:58:00
1069,2024-11-24,2,Sports,265.74,2547.76,North,Delhi,44,Premium,Pending,user162@gmail.com,user162,2024-04-21 16:29:00
1047,2024-01-31,20,Sports,4572.48,1994.89,North,Delhi,52,Standard,,,user163,2024-05-20 17:18:00
1002,2024-09-14,14,Clothing,624.38,334.13,South,Hyderabad,30,Standard,Cancelled,user164@gmail.com,user164,2024-07-22 02:23:00
1051,2024-08-23,19,Clothing,4952.14,716.28,North,Delhi,23,Basic,,user165@gmail.com,user165,2024-11-22 00:44:00
1021,2024-02-12,16,Grocery,3260.05,1027.25,North,Lucknow,20,Premium,Pending,user166@gmail.com,user166,2024-10-17 15:17:00
1005,2024-02-08,9,Sports,2861.2,147.06,East,Delhi,31,Standard,Pending,user167@gmail.com,user167,2024-07-22 02:19:00
1020,2024-10-15,8,Sports,4189.79,1198.01,East,Pune,26,Standard,Completed,user168@gmail.com,user168,2024-01-28 03:27:00
1029,2024-02-08,11,Sports,3868.13,2866.83,West,Kolkata,19,Standard,Cancelled,user169@gmail.com,user169,2024-04-26 11:35:00
1048,2024-08-09,6,Sports,3337.29,302.8,East,Hyderabad,22,Premium,Cancelled,user170@gmail.com,user170,2024-11-20 04:47:00
1049,2024-06-11,12,Electronics,548.45,2831.73,West,Kolkata,35,Premium,Pending,user171@gmail.com,user171,2024-10-12 17:32:00
1052,2024-02-22,1,Electronics,1834.18,324.54,East,Pune,18,Basic,,user172@gmail.com,user172,2024-10-13 07:36:00
1066,2024-03-27,13,Clothing,780.32,938.34,West,Bengaluru,22,Premium,,user173@gmail.com,user173,2024-02-09 11:16:00
1031,2024-11-16,16,Sports,3121.68,1400.69,South,Chennai,18,Basic,Cancelled,user174@gmail.com,user174,2024-06-17 14:21:00
1055,2024-11-29,20,Clothing,1572.13,1829.47,South,Jaipur,38,Premium,,user175@gmail.com,user175,2024-12-21 20:31:00
1073,2024-05-04,11,Grocery,1473.47,2368.31,East,Mumbai,54,Premium,Pending,user176@gmail.com,user176,2024-08-24 22:13:00
1056,2024-05-29,3,Grocery,3397.59,460.58,East,Hyderabad,34,Standard,Pending,user177@gmail.com,user177,2024-02-07 14:38:00
1061,2024-10-25,13,Sports,2582.4,2765.16,West,Lucknow,20,Basic,Completed,user178@gmail.com,user178,2024-12-06 11:10:00
1082,2024-11-09,2,Sports,4919.68,2048.54,West,Kolkata,45,Premium,Completed,user179@gmail.com,user179,2024-09-22 17:37:00
1088,2024-10-21,8,Grocery,1933.19,1416.04,South,Kolkata,19,Basic,Completed,user180@gmail.com,user180,2024-02-13 03:53:00
1093,2024-03-13,12,Furniture,1781.03,2363.6,West,Kolkata,48,Premium,,user181@gmail.com,user181,2024-02-04 09:02:00
1090,2024-02-28,1,Furniture,3275.05,2047.56,South,Hyderabad,51,Premium,Pending,user182@gmail.com,user182,2024-08-24 07:51:00
1051,2024-11-18,6,Clothing,3238.35,1324.8,North,Bhubaneswar,30,Basic,,user183@gmail.com,user183,2024-04-15 08:48:00
1090,2024-02-02,19,Electronics,4017.56,1633.82,East,Kolkata,30,Basic,Completed,user184@gmail.com,user184,2024-09-27 20:20:00
1076,2024-07-17,20,Grocery,2976.32,1076.38,West,Bhubaneswar,29,Standard,Cancelled,user185@gmail.com,user185,2024-12-10 04:20:00
1015,2024-05-02,10,Electronics,996.92,2095.64,West,Pune,56,Premium,,user186@gmail.com,user186,2024-10-02 22:58:00
1082,2024-03-29,18,Clothing,2499.25,463.87,East,Jaipur,57,Premium,Cancelled,user187@gmail.com,user187,2024-04-09 12:35:00
1064,2024-11-30,16,Grocery,3455.01,1276.11,West,Jaipur,28,Premium,Completed,user188@gmail.com,user188,2024-01-17 08:14:00
1068,2024-05-27,6,Grocery,2871.69,2329.02,West,Lucknow,50,Premium,Completed,user189@gmail.com,user189,2024-07-06 17:52:00
1096,2024-01-22,15,Sports,1170.86,1304.21,South,Chennai,20,Basic,Cancelled,user190@gmail.com,user190,2024-08-12 03:49:00
1030,2024-04-17,19,Furniture,4319.14,1850.27,West,Bengaluru,57,Premium,Pending,user191@gmail.com,user191,2024-10-18 11:34:00
1035,2024-11-01,18,Clothing,1685.9,2126.96,East,Bhubaneswar,35,Standard,Completed,user192@gmail.com,user192,2024-07-29 01:17:00
1083,2024-03-05,5,Clothing,816.59,1000.19,South,Pune,49,Premium,Cancelled,user193@gmail.com,user193,2024-02-08 20:50:00
1098,2024-02-17,13,Sports,3774.03,,East,Jaipur,49,Basic,Completed,user194@gmail.com,user194,2024-02-17 23:29:00
1081,2024-12-06,12,Electronics,3998.82,1223.26,West,Hyderabad,49,Basic,Cancelled,user195@gmail.com,user195,2024-10-22 04:36:00
1062,2024-06-24,2,Electronics,587.92,,West,Delhi,25,Premium,,user196@gmail.com,user196,2024-08-07 06:44:00
1016,2024-11-28,10,Clothing,4384.67,2635.96,North,Kolkata,34,Premium,Cancelled,user197@gmail.com,user197,2024-01-27 12:40:00
1039,2024-12-24,8,Grocery,3311.88,2125.91,North,Hyderabad,48,Premium,Pending,user198@gmail.com,user198,2024-08-15 00:00:00
1089,2024-06-24,4,Grocery,3500.75,1459.22,South,Pune,23,Standard,Completed,user199@gmail.com,user199,2024-06-02 04:24:00
1099,2024-03-09,5,Electronics,2699.49,75.0,South,Jaipur,40,Standard,Pending,user200@gmail.com,user200,2024-07-29 19:43:00
1056,2024-04-21,3,Electronics,786.06,413.31,West,Kolkata,45,Basic,Pending,user201@gmail.com,user201,2024-05-07 17:38:00
1076,2024-11-07,10,Electronics,4254.67,1992.3,East,Hyderabad,51,Standard,Pending,user202@gmail.com,user202,2024-01-28 07:31:00
